job_title,company_name,details_link,job_text
Data Scientist ( Graph Db required ),Robert Walters,https://www.indeed.hk/viewjob?jk=a74d67d77e734343,"Salary HKD700,000 - HKD1,300,000 per annum + 12 ALs
Location Hong Kong Island
CONTRACTOR
Consultant Vivianyw Tsang
A leading investment bank is now hiring a data scientist to join their front office team. Successful incumbent should have good knowledge of graph database technology for data visualisation and reporting.
Responsibilities

Set an implementation organisation to monitor risks, information security, skills data base
Ensure the roll-out offers adaptation for additional scope
Run the testing phases across data points association, correlation, including regression tests and forecasts
Set up a graph-based data visualization and reporting for recommendations, based on recommendations engines.
Work with the Markets Business Manager and Coders, report to the Head of Global Markets
Ensure the implemented language, data storage organisation, key processes, automated linkage and intensity levels are stable and in line with reality
Provide the developed organisation with validation of Go-Live readiness
Requirements
At least 5-8 years of experience
Strong experience in developing and orchestrating micro-services: working with API, REST technology, services management (Netflix, OSS, Consul)
Deep knowledge of key graph database technology including but not limited to graph query language, graph query optimization and processing, graph data indexing, graph data storage, graph partitioning
Solid technical database knowledge (Oracle, Hadoop, Teradata, data modeling) and experience optimizing SQL queries on large data
Excellent risk management and information security knowledge, skills, and abilities
Get in touch
Vivianyw Tsang
+852 2161 9400
vivianyw.tsang@robertwalters.com.hk"
Data - Speech Analytics,Robert Walters,https://www.indeed.hk/viewjob?jk=24074c092c848a4b,"Salary HKD40,000 - HKD60,000 per month + 12 Als
Location Hong Kong Island
CONTRACTOR
Consultant Vivianyw Tsang
A reputable retail bank is now hiring a data scientist as well as a data engineer to join their COE data team. Successful incumbent should possess strong data modelling skills and he will participate in their speech analytics project. For Data Engineer, they should possess good spark / hadoop for building the data pipeline.
This role is responsible for analysis of customer conversations/interactions utilizing an advanced speech analytics solution.

Responsibilities

Perform analysis of customer conversations/interactions utilizing an advanced speech analytics solution.
Validate analysis by listening to subset of calls.
Construct searches, filters and reports designed for automated analysis and topic identification in recorded conversations from call center and other telephonic conversations like telemarketing, investment product sales& advisory, collections etc.
Identify trends/patterns in customer interaction and non- speech data that present opportunities for improvement to operating efficiencies, customer experience, and process improvement.
Provide basic speech analytics guidance to the business for the development, design, and implementation of data initiatives
Create innovative ideas to use the Speech technology in ways not recognized or requested by utilizing forward thinking skills and proactive approach with the tool.
Work with data science / analytics teams to perform text analytics on transcribed texts
Stay in tune with research and development in speech analytics tools & techniques to evaluate and address current challenges & improvise utility of the technique.
Required
Bachelor’s degree required, with Master’s degree highly preferred; concentration in Statistics, Math, Computer Science or Linguistics
3+ years of diverse data analysis experience working in a cross-functional team setting
1+ years of experience with Speech Analytics / Speech Recognition solutions, preferably with the Verint Platform.
Programming experience with SQL required.
Programming experience with Python, R or similar language is a plus.
Experience in sentiment analysis, advanced text analytics skills, especially with Cantonese / Mandarin language, is a plus
Experience with data visualization (e.g. Qlikview), is desired.
Fluent in Cantonese & English - reading and writing.
Proficiency in creating effective and visually appealing presentations
Get in touch
Vivianyw Tsang
+852 2161 9400
vivianyw.tsang@robertwalters.com.hk"
"Research Data Scientist /Big Data Engineer,AI Dept",SmartBlkTrade,https://www.indeed.hk/viewjob?jk=af25aa05f0edbc76,"Responsibilities：
Be an integral part of the AI team to define, design and build Big Data Analysis products
Develop data set processes for data modeling, and mining that required to support and develop own solutions and platform
Work closely with Chief AI Officer and R&D; Directors to create architectural solutions to solve difficult engineering problem in the data retrieval and data processing area
Handle the tasks of data analytics, big data, data visualization, data warehousing and delivery of projects and products
Contribute to continuous improvement on performance and deploy effective analysis mechanism
Build data pipeline that cleans, transforms and aggregates data
Partner with IT dept in productionalizing machine learning models
Stay in current and new web technology trends and backend technology
Requirement:
PhD degree in Computer Science, Applied Mathematics, Mathematics, Statistics, Operations Research or IT related or related disciplines.
Extensive research experience in one of the following fields: statistics, optimisation algorithm, Deep Learning, Natural Language Processing.
Excellent capability of implementing algorithms from papers to programs, tailored to particular business needs and tested on large dataset. Rich experience in big data analysis, machine learning, strong self-learning ability, and strong interest in machine learning in the industry
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Statistical modelling and machine learning analysis preferably dealing with large scale data such as financial data or customer-driven data (ecommerce, internet, video analytics)
Familiar with machine learning (such as: Numpy, Pandas, Scikit-Learn, TensorFlow, Keras, etc.)
Familiar with neural network theory, familiar with CNN \ RNN \ LSTM principle
Familiar with big data processing related technology, include but not limited to Elasticsearch, Hadoop, Spark or Apache Arrow
Familiar with at least one of the following programming languages: C, C++, Java, Go, with one year or more of software project development experience
Proficient in either Python, R or Javascript. Ruby or Scala is also acceptable.
SQL, SAS, or other database tools for data mining
Understand the design ideas and solutions of basic algorithms for machine learning, familiar with time series processing, familiar with common algorithms for machine learning: decision trees, random forests, collaborative filtering, SVM, regression algorithms, etc.
Experience in protoyping and productionalizing advance analytics solutions in business
Experienced to develop Machine Learning models into Restful API is preferred.
Experienced with Cloud native services on Google Cloud or AWS is preferred.
Good communication skills in English, Chinese advantageous
Hands-on experience with Block-chain development or consensus algorithm research is preferred.
Graduated from top 100 university according to QS, Times Higher Education World University Rankings or Shanghai Jiao Tong University (Academic Ranking of World Universities)
Published paper in well-recognized conference / journal
Fresh graduates are also welcomed
Candidates with more experience will be considered for senior role
Open to sponsoring visas for technically strong candidates from Overseas
Interested parties, please apply together with a detailed resume, stating current and expected salary, and send it via job@smartblktrade.com . APPLY. Attractive remuneration will be offered in commensurate with qualifications and experience.
All personal information received will be treated in strict confidence for employment purpose only. Your application can be considered as unsuccessful if you have not been reached within 3 months.
On the other hand, it may be transferred to other companies of our group for job openings. Unsuccessful applications will be destroyed for a period not more than 12 months.
Summary
Industry:
Trading
Job Category / Function:
IT (System Analyst)

IT (Network & System)

IT (Others)

Engineering (Others)

Fresh Graduate / Management Trainee (Fresh Graduate / Management Trainee)
Job Position Level:
General
Min. Edu. Level Req:
Bachelor
Total Working Exp:
-
Salary(HKD):
-
Benefits:
-"
Data Scientist,Neo Derm Ltd.,https://www.indeed.hk/viewjob?jk=8065aee734f99b7c,":
Undertake processing of structure and unstructured dataUse machine learning algorithms and programming to build predictive models, identify business opportunities and support business strategiesSelect, build and optimize different data prediction models to enhance customer targeting & re-targeting, and optimize various marketing programsApply data mining techniques and statistic modelling to support product and treatment recommendation logicsGet involves in preparation of data visualization reports and analytical dashboardsCollaborate with IT team and business team to implement big data solution into marketing & operation management platform
REQUIREMENTS:
Bachelor’s degree or above in Data Science, Statistics, Operations Research, Computer Science or related disciplinesSolid working experience in SQL, R or PythonExcellent understanding of machine learning techniques and algorithms, such as k-NN, SVMExperience in designing, executing and measuring A/B tests for optimization modelsSolid experience in artificial intelligence or machine learning projectsStrong analytical mindset and problem solving skillsPositive attitude, hard-working and a willingness to embrace new ideas
Close Print Apply for job
|
more"
Data Science Manager,AXA General Insurance,https://www.indeed.hk/viewjob?jk=ae51aeda75881271,"Data Science Manager (180007DC)
PRIMARY LOCATION : HONG KONG
ORGANIZATION : AXA Hong Kong Life and General Insurance
CONTRACT TYPE : Regular
DESCRIPTION

Big Data Modeling / Machine Learning
Manage the development of different data science initiatives including predictive models and statistically rigorous advanced model scripts to support data science & analytics initiatives on AI, machine learning/ deep learning
Perform advanced analysis using statistical techniques & algorithms to facilitating effective targeting, segmentation, and identification of opportunities around cross-sell / up-sell, retention and marketing program optimization
Work on Big data projects with different stakeholders to expand data science discipline into business application spectrum
Ability to perform the big data analytics processes on massive data sets from different data sources: explanatory and targeted data analyses, generate and test working hypotheses, analyze historical data and identify features & signals
Captures, tracks and dynamically diagnose models-in-use for effectiveness (e.g. Gradient boosting tree, Random forest etc.)
Work with business partners and external vendors / partners on acquiring and compiling new external data sources for the enrichment of big data analytics database
Data Visualization
Manage BI solution development and implementation for various MI reporting
Deliver insights from the data visualization process and to identity business strategies from customer-centric approach
Analyse existing customer, product and distribution channel data to identify, recommend areas for further improvements
Customer Insights into business application
Deploy analytics capabilities ranging from organization BI to advanced models to improve ongoing insight generation process and the application of such in business relevant way
Commercialization of insights from data scientists under a customer-centric, need-based context and turn into strategy to business lines and distribution models
Turn data into actionable information: provide expert analysis in the area of understanding data values & insights and converting them into business actions
Ability to successfully convey all valuable insights with business action recommendations to senior management through effective presentation
Project Management
Adhoc strategy projects covering Datalake & API management, customer segmentation, customer campaigns, business strategy reviews etc.

QUALIFICATIONS

Graduate or advanced degree qualifications in quantitative related subjects (e.g. Statistics, Maths, Engineering, Actuarial, etc). PhD or MBA would be an added advantage
5+ years of relevant working experience in data analytics field as statistician / analyst / data scientist
Good knowledge of predictive modelling, big data analysis, and data science projects: machine learning, statistical modeling, and data mining techniques & algorithms (e.g. Random forest, Gradient boosting tree, Neural network, NLP etc.)
Must have high proficiency in scripting/programming language like Python, R, SAS, SQL
Have experience to Cloud solution such as Azure, AWS and Big data architecture such as Hadoop, Hue, Spark, HIVE
Sound experience in Blockchain technology is a plus
Previous exposure to / knowledge of insurance industry will be an asset
Proactive and with a can-do attitude
Good command of English, Cantonese / Mandarin

ABOUT AXA

Would you like to wake up every day driven and inspired by our noble mission and to work together as one global team to empower people to live a better life? Here at AXA we strive to lead the transformation of our industry. We are looking for talented individuals who come from varied backgrounds, think differently and want to be part of this exciting transformation by challenging the status quo so we can push AXA - a leading global brand and one of the most innovative companies in our industry - onto even greater things.

In a fast-evolving world and with a presence in 64 countries, our 166,000 employees and exclusive distributors anticipate change to offer services and solutions tailored to the current and future needs of our 103 million customers.

AXA Hong Kong, a member of the AXA Group, prides itself of serving over 1 million customers in Hong Kong and Macau. Besides being one of the largest health protection providers in Hong Kong, it is also the number 1 General Insurance provider1 and a market leader in motor insurance.

AXA Hong Kong is committed to helping its customers achieve stability and prosperity through providing a comprehensive range of life, health, property and casualty protection, as well as wealth management and retirement solutions.
We believe it is our inherent responsibility to support the communities we operate in, hence creating a sustainable business via constant and considerable contribution in the dimensions of health, environment and the community.

AXA is an equal opportunity employer. We are committed to promote Diversity and Inclusion (D&I;) by creating a work environment where all employees are treated with dignity, respect, and where individual differences are valued. We welcome and treasure diverse profiles to join our big family, and to build an inclusive culture together which allows everyone to maximize their personal potential.

1Based on 2013 Office of the Commissioner of Insurance market share statistics

WHAT WE OFFER

We offer excellent career prospects and attractive remuneration package to the right candidates."
Data Scientist,Cogs Agency,https://www.indeed.hk/viewjob?jk=620d9cca833b3e80,"Data Scientist

Our client is an established multi- channel journalism and publishing group that is going through digital data transformation to enhance their operational and business strategies. As a result, they are looking for a Data Scientist to support the Data Analytic function in gaining insight, enhancing customer journey, and to grow their businesses.

Responsibilities:

Work with a team of data experts to develop Machine Learning algorithms and data mining methodology
Enhance data collection process from multi- channels (digital and offline) for data analytic initiatives
Utilize AI/ML techniques to improve customer experience
Job Requirements:

Master’s Degree in Computer Science, Engineering or equivalent disciplines
At least 3 years of relevant experience in data driven environment
Proficient in Python, SQL, R, as well as Machine Learning techniques
Possess an analytical mind and good communication skills
Proficient in English, Cantonese, Mandarin is a plus
Budget: HKD40,000- 50,000

For confidential discussion please email your contact info and CV to dennis.law@cogsagency.com"
Data Scientist,AXA,https://www.indeed.hk/viewjob?jk=e6b2c1ef62e17ecc,"- Data Scientist (180003VK)
Job Description
Data Scientist ( 180003VK )
Primary Location
 : HONG KONG
Organization
 : AXA Hong Kong Life and General Insurance
Contract Type
 : Regular
Shift
 : Day Job
Schedule
 : Full-time
Description
Big data/ Data Modelling
Innovate & develop predictive models and statistically rigorous advanced model scripts to support data science & analytics initiatives on AI, machine learning/ deep learning
Perform advanced analytics using statistical techniques & algorithms to facilitating effective targeting, segmentation, and identification of opportunities around cross-sell / up-sell, retention and marketing program optimization
Ability to perform the big data analytics processes on massive data sets from different data sources: explanatory and targeted data analyses, generate and test working hypotheses, analyze historical data and identify features & signals
Captures, tracks and dynamically diagnose models-in-use for effectiveness (e.g. Gradient boosting tree, Random forest, Neural Network etc.)
Work with business partners and external vendors / partners on acquiring and compiling new external data sources for the enrichment of big data analytics database

Data Visualization
Manage BI solution development and implementation for various MI reporting (e.g. Tableau)

Customer Insights into business application
Commercialization of insights from data scientists under a customer-centric, need-based context and turn into campaign opportunities to business lines and distribution models

Project Management
Adhoc strategy projects covering big data platform development, customer segmentation, customer campaigns, business strategy reviews etc.
Qualifications
Graduate or advanced degree qualifications in quantitative related subjects (e.g. Statistics, Maths, Engineering, Actuarial, etc).
3+ years of relevant working experience in data analytics field as statistician / analyst / data scientist
Good knowledge of predictive modelling, big data analysis, and data science projects : machine learning, statistical modeling, and data mining techniques & algorithms ( e.g. logistic regression, linear regression, random forest, neural network, cluster analysis, time series, survival analysis etc.)
Solid experience in scripting/programming language like Python, R, SAS, SQL
Familiar with Hadoop, Hue, Spark, HIVE and any BI tool (e.g. Tableau) will be advantage
Have exposure to Cloud solution such as AWS, Azure etc
Sound experience in Blockchain technology is a plus
Previous exposure to / knowledge of insurance industry will be an asset

Proactive and with a can-do attitude

Good command of English, Cantonese and preferably Mandarin

Candidate with less experience will be offered as Data Analyst/ Senior Data Analyst grade

About AXA
Would you like to wake up every day driven and inspired by our noble mission and to work together as one global team to empower people to live a better life? Here at AXA we strive to lead the transformation of our industry. We are looking for talented individuals who come from varied backgrounds, think differently and want to be part of this exciting transformation by challenging the status quo so we can push AXA - a leading global brand and one of the most innovative companies in our industry - onto even greater things.

In a fast-evolving world and with a presence in 64 countries, our 166,000 employees and exclusive distributors anticipate change to offer services and solutions tailored to the current and future needs of our 103 million customers.
AXA Hong Kong, a member of the AXA Group, prides itself of serving over 1 million customers in Hong Kong and Macau. Besides being one of the largest health protection providers in Hong Kong, it is also the number 1 General Insurance provider1 and a market leader in motor insurance.


AXA Hong Kong is committed to helping its customers achieve stability and prosperity through providing a comprehensive range of life, health, property and casualty protection, as well as wealth management and retirement solutions.

We believe it is our inherent responsibility to support the communities we operate in, hence creating a sustainable business via constant and considerable contribution in the dimensions of health, environment and the community.


AXA is an equal opportunity employer. We are committed to promote Diversity and Inclusion (D&I;) by creating a work environment where all employees are treated with dignity, respect, and where individual differences are valued. We welcome and treasure diverse profiles to join our big family, and to build an inclusive culture together which allows everyone to maximize their personal potential.



1Based on 2013 Office of the Commissioner of Insurance market share statistics
What We Offer
We offer excellent career prospects and attractive remuneration package to the right candidates."
Data Scientist,RADICA SYSTEMS LIMITED,https://www.indeed.hk/viewjob?jk=f1621540076157c1,"We love DATA, we believe DATA can make our life more beautiful! Radica is a Big Data Solution Provider that offers secured, easy-to-use and quality data-driven solutions to the enterprises who are early technology adopters in the new era of marketing, helping them fully leverage the power of data for business growth. In the past 17 years. Radica has been evolving from an award-winning email marketing solution provider to a big data solution provider, and offers a series of data collaboration and e-communication platforms as well as strategic consulting services. Our clients include Fortune 500 companies, publicly listed companies and international luxury brands worldwide. In cope with our fast business expansion in Hong Kong and the Southern China, we are aggressively hiring technical and business talents to join us! If you love to work with a team of creative, passionate and energetic professionals, please send us your CV now! www.radicasys.com Wanna learn more about What We Do? Check out here: Video

WHAT YOU'LL DO:
Construct data science workflow and modeling on top of huge historical campaign/response data
Devise technical data analytic or data science solutions to open business problem
Cleanse, process, verify and transform clients’ data into analytics-friendly format
Select, build and optimize different data prediction models according to the clients’ business objectives
Implement data science and data analytic models in common languages
Communicate analytics results in a clear and easy-to-understand manner yet with technical details
Construct, manage and monitor the healthiness of clients’ database
Prepare data visualization reports and analytical dashboards to draw out insights for the clients
Standardize analytics methodology and architect to improve working efficiency
Do ad-hoc analysis when necessary
Work with peer data scientists and other data analysts in the team
Maintain data privacy and governance in strict confidence for the company and for the customer

WHAT BASIC QUALIFICATIONS YOU NEED TO GET:
University graduate with Computer Science or Engineering is preferred but not a must, with 3-5 years of relevant experience.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, SVM, Decision Forests, etc.
Experience in common data science toolkits, such as R, Python, Hadoop, etc.
Excellence in at least one of these is highly desirable Strong oral, written, and interpersonal communication skills
Experience in data visualization tools such as Tableau
Proficiency in using query languages such as SQL, Hive, Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience in Computer/ Data Graph Analysis is preferable
Experience in deep learning on unstructured data will be a bonus
Candidates with less experience will be considered as Data Analyst

~~~~ We love DATA, we believe DATA can make our life more beautiful! ~~~~~~~~~
Interested parties please click hr@radicasys.com
Data held by the company relating to employment applications will be kept confidential and used only for processing applications. Applications who are not contacted within 1 month may consider their applications unsuccessful.
All personal data of unsuccessful applicants will be retained for a maximum period of two years and may refer suitable applicants to other vacancies within the company."
Data Scientist,Hotmob Limited,https://www.indeed.hk/viewjob?jk=a59b9777a43f6a69,"About Hotmob Limited

Established in 2007, Hotmob (www.hot-mob.com) is the leading mobile marketing company that operates the largest Hybrid Mobile Marketplace in the region.
Hotmob is committed to offer premium advertising and data-driven mobile marketing solutions, with the facilitation of proprietary advertising technologies and robust ad-serving platforms to meet the growing demand from businesses across Asia.
Hotmob is truly dedicated to deliver innovation and thought leadership in mobile advertising, and our business is built on best-of-the-class solutions to bring value to local and global clients.

Responsibilities

Architect, implement and deploy new data models and data processes in production
Elicit and analyze the requirements to come up with a mobile strategy and present meaningful solutions to clients
Enhance data collection processes to include data from 1st and 3rd party systems relevant for developing analytics systems
Preparation of Visual Prototypes and solution components to provide visual model of solution
Develop, improve and iterate on machine learning techniques and data mining methodology
Develop tools for tracking, analyzing and reporting data from multiple sources and for diverse business needs
Provide recommendations to the management and account servicing team
Build automated models and visualizations tools to uncover patterns, optimize service offering and improve business model

Requirements:
Masters or Bachelors in relevant field (Data Mining, Computer Science, Mathematics, Statistics, Physics etc.)
Big Data Architecture, Visualization, Mining, Management, Governance, Integration.
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Strong quantitative or engineering background
Ability to code (Preferably Python) and good knowledge of SQL
Experience in working with Big Data technologies (such as Apache Beam and Spark) is definitely a plus

Benefits:
COMPETITIVE PACKAGE
5 days’ working
Comfortable working environment
Performance Bonus
Medical Insurance and Training Allowance
Flexible working hours
Interested candidates please send your resume, date of availability, current and expected salary to: jobs@hot-mob.com"
Data Scientist,BO LE ASSOCIATES LIMITED,https://www.indeed.hk/viewjob?jk=b53af974c7587e92,"Bó Lè Associates is the largest executive search firm in Asia with a well-developed network of 14 wholly-owned local offices and 380+ staff in the region (Beijing, Chengdu, Chongqing, Dalian, Guangzhou, Shanghai, Shenzhen, Suzhou, Tianjin, Hong Kong, Taipei, Bangkok, Jakarta and Kuala Lumpur). We have 330+ experienced consultants and researchers, and 50+ support staff including Finance and Accounting, IT, in-house Recruitment and Training, and Marketing and Communication specialists. We have been ranked No. 1 in China and Indonesia, and also in the top three in Malaysia and the Philippines. Bó Lè Leaders is the wholly-owned subsidiary of RGF, the world’s fifth largest and Japan’s largest HR service provider.

Our top 10 clients are all Fortune 100 companies. Bó Lè Leaders has been recognized as a leader and top provider of quality services. We were globally voted as one of the “Top 10 Executive Search Firm in 2012” in a survey conducted by TopExecutiveSearchFirms.com. For more information, please visit our website at www.bo-le.com.

Job Overview We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They also must be well versed in data modelling, machine learning and AI algorithms and creating data sets for AI/ML based outcomes. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing, sales, network optimisation and business strategies.
Develop custom data models, statistical modelling and algorithms to apply to data sets for data analytics, AI and ML purposed.
Use predictive modelling to increase and optimize customer experiences, revenue generation, and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications

Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, game theory, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Can work with both structured and unstructured data.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in building propensity and attribution models.
A drive to learn and master new technologies and techniques.
3-7 years of experience of working with data and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools

Good to have:
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, alteryx, SAS, tableau, D3, ggplot, etc.
Excellent written and verbal communication skills for coordinating across teams and presenting results to non data savvy executives"
Data Scientist,RADICA SYSTEMS LIMITED,https://www.indeed.hk/viewjob?jk=f1621540076157c1,"We love DATA, we believe DATA can make our life more beautiful! Radica is a Big Data Solution Provider that offers secured, easy-to-use and quality data-driven solutions to the enterprises who are early technology adopters in the new era of marketing, helping them fully leverage the power of data for business growth. In the past 17 years. Radica has been evolving from an award-winning email marketing solution provider to a big data solution provider, and offers a series of data collaboration and e-communication platforms as well as strategic consulting services. Our clients include Fortune 500 companies, publicly listed companies and international luxury brands worldwide. In cope with our fast business expansion in Hong Kong and the Southern China, we are aggressively hiring technical and business talents to join us! If you love to work with a team of creative, passionate and energetic professionals, please send us your CV now! www.radicasys.com Wanna learn more about What We Do? Check out here: Video

WHAT YOU'LL DO:
Construct data science workflow and modeling on top of huge historical campaign/response data
Devise technical data analytic or data science solutions to open business problem
Cleanse, process, verify and transform clients’ data into analytics-friendly format
Select, build and optimize different data prediction models according to the clients’ business objectives
Implement data science and data analytic models in common languages
Communicate analytics results in a clear and easy-to-understand manner yet with technical details
Construct, manage and monitor the healthiness of clients’ database
Prepare data visualization reports and analytical dashboards to draw out insights for the clients
Standardize analytics methodology and architect to improve working efficiency
Do ad-hoc analysis when necessary
Work with peer data scientists and other data analysts in the team
Maintain data privacy and governance in strict confidence for the company and for the customer

WHAT BASIC QUALIFICATIONS YOU NEED TO GET:
University graduate with Computer Science or Engineering is preferred but not a must, with 3-5 years of relevant experience.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, SVM, Decision Forests, etc.
Experience in common data science toolkits, such as R, Python, Hadoop, etc.
Excellence in at least one of these is highly desirable Strong oral, written, and interpersonal communication skills
Experience in data visualization tools such as Tableau
Proficiency in using query languages such as SQL, Hive, Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience in Computer/ Data Graph Analysis is preferable
Experience in deep learning on unstructured data will be a bonus
Candidates with less experience will be considered as Data Analyst

~~~~ We love DATA, we believe DATA can make our life more beautiful! ~~~~~~~~~
Interested parties please click hr@radicasys.com
Data held by the company relating to employment applications will be kept confidential and used only for processing applications. Applications who are not contacted within 1 month may consider their applications unsuccessful.
All personal data of unsuccessful applicants will be retained for a maximum period of two years and may refer suitable applicants to other vacancies within the company."
Data Scientist,Hotmob Limited,https://www.indeed.hk/viewjob?jk=a59b9777a43f6a69,"About Hotmob Limited

Established in 2007, Hotmob (www.hot-mob.com) is the leading mobile marketing company that operates the largest Hybrid Mobile Marketplace in the region.
Hotmob is committed to offer premium advertising and data-driven mobile marketing solutions, with the facilitation of proprietary advertising technologies and robust ad-serving platforms to meet the growing demand from businesses across Asia.
Hotmob is truly dedicated to deliver innovation and thought leadership in mobile advertising, and our business is built on best-of-the-class solutions to bring value to local and global clients.

Responsibilities

Architect, implement and deploy new data models and data processes in production
Elicit and analyze the requirements to come up with a mobile strategy and present meaningful solutions to clients
Enhance data collection processes to include data from 1st and 3rd party systems relevant for developing analytics systems
Preparation of Visual Prototypes and solution components to provide visual model of solution
Develop, improve and iterate on machine learning techniques and data mining methodology
Develop tools for tracking, analyzing and reporting data from multiple sources and for diverse business needs
Provide recommendations to the management and account servicing team
Build automated models and visualizations tools to uncover patterns, optimize service offering and improve business model

Requirements:
Masters or Bachelors in relevant field (Data Mining, Computer Science, Mathematics, Statistics, Physics etc.)
Big Data Architecture, Visualization, Mining, Management, Governance, Integration.
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Strong quantitative or engineering background
Ability to code (Preferably Python) and good knowledge of SQL
Experience in working with Big Data technologies (such as Apache Beam and Spark) is definitely a plus

Benefits:
COMPETITIVE PACKAGE
5 days’ working
Comfortable working environment
Performance Bonus
Medical Insurance and Training Allowance
Flexible working hours
Interested candidates please send your resume, date of availability, current and expected salary to: jobs@hot-mob.com"
"Multiple Quants / Data Scientists – Machine Learning - Artificial Intelligence – credit, rates, bonds [bonds rv], equities, FX, volatility trading - Big Data",BAH Partners,https://www.indeed.hk/viewjob?jk=5bf564b4c1e01351,"My client is a leading Asian hedge fund with more than US $4.0 billion AUM, presently. They specialize in trading cross-asset derivatives with a quantitative approach to all of their strategies, and have won multiple awards across the region for their methods.

In 2018, the firm created a brand new Quant and Data Science Laboratory. Their objective is to apply Artificial Intelligence and Machine Learning methods on Big Data to identify trading signals, capitalize on market trends and optimize trading strategies / activities across multiple asset classes (credit, rates, bonds [bonds rv], equities, FX, volatility trading).

You will be responsible for tactical relatively short-term research projects, as well as long-term research in AI methodologies for complex trading strategies and portfolios.
You will, if not already, quickly grasp a command of all aspects of derivatives pricing, especially in options and also understand deeply the pitfalls of standard Black Scholes Theory.
While the roles may not entail managing a team, Scientists will be self-motivated and able to have the ability to take the initiative and lead on projects.

Requirements - Scientists will have:

2-8 years years of experience working as a quantitative analyst or data scientist in any area.
an excellent command of applied mathematics, statistics and stochastic calculus
strong experience in Machine Learning and other AI methodologies.
experience with Big Data.
comfortable switching as needed between various standard programming languages.
experience with cloud-based technologies.

More senior Scientists might have, or will aspire to have:

excellent knowledge in standard statistical techniques for forecasting returns.
excellent knowledge of stochastic calculus.
excellent knowledge of credit, rates, bonds [bonds rv], equities, FX, volatility trading.
excellent knowledge of standard prediction techniques including Regression, XNN (X being any relevant letter), random forests, SVM, ADAboost, naive Bayesian classifiers and so forth.
strong knowledge of Bayesian statistics/probability and models such as HMM.
expert coding skills in python and/or R and C# and/or Java and/or C++/C.
experience working with tensorflow, word2vec, pySpark, beautiful soup, and other libraries/frameworks.
experience with cloud/distributed based storage and computing (Hadoop/Spark).
experience with both SQL and NoSQL types of database frameworks.

If you would like to apply for this opening or discuss any other positions within banking and finance technology in Asia, please send an email to Craig.Barnish@bahpartners.com / +852 2544 4479.
For more roles, please visit our website: http://bahpartners.com/live-roles/"
Data Engineer,Classy Wheeler,https://www.indeed.hk/viewjob?jk=076f2353e5e862df,"Client Description
Innovation company offering premium advertising and data-driven mobile marketing solutions
Job DescriptionApplication development and maintenance of Data Warehouse ProjectsBuild ETL flows for streaming data transformations for data analysesMaintain high availability of analytics systemEnhance data collection procedures to include information that is relevant for building analytic systemsProductionize data algorithms and build APIs as public servicesSupport data scientist development
Job RequirementsDegree in Computer Science / Computer Engineering / Information Engineering or related discipline1 - 3 years relevant experience in web application development, building scalable data pipelines for analyticsExperience with Google Cloud Platform, AWS, Python, SQLExperience of running ML algorithms is preferableFresh graduate and less experience candidate would be considered as junior roleEngineering mindsets, data driven and embrace experiments“Get it done” attitude that completes high quality projects and tackles unforeseen challenges"
